HUC_12,PAGC,PFOR,NATMedium,RNS45,rBUFF45,WaterbodyArea,Ag_N_Leachate,WELL_DEPTH,TRANS,Pred_Viol_Prob_SW,Pred_Viol_Prob_GW,AWD_MGAL,pred_pOx_1,LONG,RO_0013,ET_0013,StrL,TD_N_T,AWD_REDN_T,TD_S_T,FP_PFOR,FP_PWETL,FP_M2WATER,FP_PSHRUB
120800060306.0,60.5029449,0.0,36.43000004889991,0.024294184061719,1.4066333,0.089384066580265,167.839079134,162.86455756293404,399.5316462855636,0.8142,0.961,4.777292,0.8405944444444444,-102.6238306,0.272076934576521,0.861967478236702,13341.0902357,4.136024407349436,1.307947425153425,1.802128045330339,0.0,0.0384986,0.0,78.4793091
101600061002.0,75.3685455,0.3322997,16.109999997294256,0.051456188945374,7.8931251,0.450359646045363,0.183172165352,843.7118242636494,248.2642921692485,0.345024852405226,0.617339892833987,2.42179,0.293985632183908,-98.3055761,0.2585892233539247,0.5816546907901391,74213.32630129998,8.427125872456338,3.197413249639772,1.268904376508207,1.9897892,15.2506876,1582200.0,0.0
180201590201.0,4.8448768,0.1593158,44.439999988869765,0.143102607619605,9.0804253,19.063981583466816,24.6644665573,174.65721956888837,869.100033599594,0.497407190779219,0.546230196365494,0.0,0.5399221311475411,-121.6262955,0.2761787503249477,0.7018342880280782,19390.4308377,6.523509909469646,1.39144079254477,0.901688463127933,0.0227359,12.5350513,17226900.0,27.6013641
10900010602.0,0.0146259,37.4783058,21.759999998185585,0.138240161254381,12.4639568,7.716372909379703,7.18936270149,240.55988067941567,125.45606468532682,0.160049248364575,0.426519281954849,0.000832,0.5855721649484537,-71.3809122,0.247770882330158,0.610078813508153,72793.3389024,8.929285549656452,1.175901203956135,2.076686635609331,12.0536394,74.8582382,1907100.0,0.1992337
51202010607.0,80.4033585,3.5540628,0.0,0.142266372006853,34.6594391,0.176257040063144,151.184938451,138.71879009172028,279.1821139720768,0.485170399958292,0.276121911611936,0.095256,0.1163431372549019,-86.1696399,0.3751189578500122,0.6920491561772854,18961.368403,12.232186386065877,3.423181500123116,3.507006638785236,16.618784,5.8121548,54000.0,0.0220994
51201100406.0,81.1995163,7.9163566,0.0,0.121292401018241,35.4490967,0.098092659852852,81.6232915539,70.97649133205414,266.7159494106993,0.401481743900172,0.396466159643878,0.002475,0.283578125,-86.747386,0.4287150593546779,0.6897327120801342,47670.3467561,11.578949686011134,3.596954745624716,3.48859179720368,23.1250916,10.7033644,109800.0,0.0145624
170102150303.0,0.0,71.3062057,99.99998782034037,0.031688791301871,7.3087916,0.115144526245272,0.0,88.51637845425992,132.8119751416578,0.263678500053058,0.097537019839036,0.0,0.6268175675675676,-116.9645626,0.2330050458485422,0.5220251182681249,26923.0855252,3.4680632048701,1.329838414209959,0.683939626725988,9.072732,88.6528397,0.0,0.19995
102901110403.0,7.7585349,58.3112946,74.54999997799221,0.05136929246013,17.9136887,0.20664930155679,2.75150771217,428.3762573242187,120.3975390671209,0.215784582997015,0.233671264679707,0.000125,0.573120253164557,-92.3014572,0.4741156758501694,0.7589434053591323,108036.342049,11.837247013245516,3.26826626821563,2.665522239233604,24.7326965,4.398489,2744100.0,0.0
40500030603.0,7.5986676,12.1137218,16.920000030130257,0.261673903810886,3.4937584,0.514513872552655,34.3671572819,104.7420601222826,483.21976740891535,0.492466378667946,0.54344985283193,0.058604,0.4961195652173913,-85.6162091,0.195352378023135,0.500212929465554,23606.7500942,11.73318607951668,4.00435474564097,2.888492223745984,3.2105262,54.9473686,164700.0,0.0
102702020201.0,83.7138901,2.2093177,0.0,0.12767530452593,10.3157253,0.273959100752553,2.09178306766,186.24082650078668,383.9788772304946,0.411515378978174,0.90692291669299,3.352719,0.4931898148148148,-97.0756599,0.2674831909836878,0.6863261073300648,44207.7259803,10.410341775341548,3.355649654518707,1.991162120225631,18.5466042,0.3317536,103500.0,0.0
30102011003.0,17.3409061,40.6099892,82.93000012940534,0.050276311536493,9.6163168,4.940722410980105,22.6784774984,204.67889954871737,216.8430960407481,0.168990612206647,0.193181976289322,0.002208,0.3640765306122449,-77.4785074,0.187022587809807,0.847654619760681,71810.5859652,8.458312089739701,1.563632314439535,1.819322137829237,9.8399582,84.4564743,41400.0,0.2421997
130202030407.0,1.9904819,11.6661453,6.890000005291024,0.045871027422145,9.98736,0.178324847072701,1.12090182839,401.85463793866046,211.9348495196762,0.611494435235377,0.567417097053318,14.729686,0.5480746753246752,-106.5665228,0.235521305950326,0.8122993240512804,118256.795729,3.43953435066006,0.943933519702277,0.674844388699215,0.0148982,0.3813951,14400.0,18.5632133
160202040101.0,3.8405974,10.7700377,98.16999993159268,0.396060020122307,12.2127686,0.019504306011041,45.687218975,365.233988734654,177.34562125737637,0.419646789325897,0.478109263446884,3.374355,0.6244678571428571,-112.0365012,0.3024227488296501,0.6660213316560016,42343.7686252,4.968684191386538,1.811309334794508,1.132261720377414,0.0,0.0,40500.0,16.1445789
121002010407.0,0.0,46.8909149,80.33000000577822,0.106971403579566,11.2741623,25.209712528897843,0.033927427276,412.7653084406777,802.2209414184515,0.393920658649082,0.544010115616616,0.0,0.6177935779816514,-98.2540164,0.2813390838713485,0.8346541542326968,31178.1368295,12.758707828139285,3.416510816023342,4.807361397336608,34.4193764,0.7424493,24743700.0,23.0663872
170501140704.0,68.9187851,0.0,58.04000593554744,0.130216080174917,9.7620621,0.134135935495717,19.4367202443,235.14027475756268,637.206799801258,0.582787289296943,0.882177262965054,48.603954,0.4210290697674418,-116.9067253,0.2510652547115906,0.6132027183880382,72785.54892479998,3.495499798399263,0.458434514946801,0.360538663290008,0.0,12.487216,178200.0,0.0255676
150200050207.0,0.0,49.6361885,85.52999987169062,0.139341958595718,8.4452696,0.920897168933547,0.00656815819144,305.0813348388672,137.76224972728252,0.487644322321235,0.579361961710414,0.0,0.7423921568627452,-109.9409468,0.2583282503352009,0.7647229830638398,24936.010551,3.268204618809305,0.733881259174438,0.746474215980796,47.8672981,2.3332119,746100.0,33.0659866
101800090306.0,5.8466139,0.6818299,97.5600002895498,0.084854534822562,11.6778212,0.105270855610061,1.53023666724,148.28313649495442,590.394686080743,0.601762123942519,0.704967814417975,4.128312,0.5845583333333333,-104.3219128,0.2774046735780657,0.6410475433631133,56941.8246625,3.554443969892778,1.564002257122962,0.620265004726202,0.0,4.5020294,15300.0,1.8669997
80401030807.0,0.0008926,61.7629204,90.58999996557444,0.080537325302649,13.5771933,0.996322173753571,3.61062222303,246.5763664623298,216.9015737937176,0.046309009978875,0.056756396126451,0.0,0.2797871287128713,-93.140545,0.5282527215451885,0.9027895385437552,92185.2826647,8.217807483418374,2.242625313963306,3.55933299627569,57.9744797,21.5974693,202500.0,5.0895452
111102070503.0,87.9067764,0.1440164,2.22540962e-07,0.06802654763994,4.872767,1.24592235353654,17.2022515195,381.73653388745856,477.6241944181053,0.326767769783558,0.269372919362193,16.269714,0.1847651515151515,-92.0356803,0.4951943780814437,0.8927288901783497,47850.7304062,8.115550680246727,1.684982271581982,5.252979482983113,0.3737055,23.2597923,18900.0,0.0
180400011402.0,17.2597809,0.0,37.859999995165296,0.040877275543521,20.3408108,2.016210443071532,25.6701881518,273.27070306848594,640.909838258399,0.738846067336523,0.749556380335827,5.95359,0.6653194444444445,-120.4375768,0.2671538589760964,0.7744916851578013,75383.8612984,10.012891250930227,1.02621582437857,0.519541538318957,0.0,2.9996028,1083600.0,0.0893921
101800080304.0,2.8058968,2.3851793,13.660000015521437,0.03259377069969,14.8820858,0.141150544822015,0.0270979483567,203.1418293209896,492.5331007968076,0.446349921845009,0.385096075068252,5.08557,0.5704739263803681,-105.386715,0.2810216529170359,0.6201945114892193,113280.315963,3.214243313749253,1.968381283805624,0.707302031805617,0.240006,32.9933243,18000.0,10.8302708
170900120301.0,0.0331853,0.887068,1.64581747e-07,0.424362373807812,3.4649155,0.0987170771151,37.9066900889,156.77177201456098,484.4798603463255,0.337267342991472,0.490360147812669,0.0,0.5762985074626866,-122.5827452,0.3766841074815124,0.5657330477362166,20934.8153739,4.404706850008083,0.83862292945864,1.33137297421363,0.5442177,12.7664394,36000.0,0.2721089
180201620302.0,0.7212139,17.1907406,94.99999994671742,0.090364321675062,31.9797192,0.073843467828208,2.30935720159,170.64906461739247,170.66230343962064,0.169704726188915,0.153302837430259,0.091363,0.5281944444444444,-122.6795572,0.4920777424718126,0.7719611077534292,55777.4674883,12.526922290314888,1.052171630020791,1.57385672383517,0.1911132,7.9311991,6300.0,5.542284
40400010602.0,1.6882647,33.2825661,46.17999422225749,0.20664704303991,40.5434837,3.632182267457305,9.25880550711,71.3492644627889,267.8432004767624,0.284483809134533,0.386058560841943,0.0,0.3727714285714286,-87.0362431,0.138243424013639,0.56964425884542,10743.8842131,11.75318457992334,4.721766863504423,5.848429754582418,4.6448088,90.0095062,73800.0,0.0
121101060701.0,30.5630665,4.1344008,78.79000006836104,0.013216757571023,8.0060663,0.053644009479779,1.85543821949,744.6672598702567,637.6698425551617,0.808090225992857,0.784642388359215,2.685592,0.6624714285714285,-99.4423971,0.2577676423817571,0.9082288729930788,34292.4805046,7.185622854598565,2.856386112566569,3.939905411037567,7.9942093,0.0160849,900.0,63.1655121
30401030502.0,12.3861275,62.8712769,89.97000027356941,0.039088400832547,15.1363907,0.226893161315953,6.93118345889,151.7548398517427,21.051737571470326,0.096871444961473,0.146235363256954,0.207968,0.6344821428571429,-79.9883944,0.175516958658894,0.842861258492027,86425.84954969998,9.176650805092256,1.419555712217644,1.93822837844458,55.7580795,21.7895603,27900.0,1.3670257
20401010305.0,0.2536407,85.5251236,99.48000023064442,0.279165815051696,10.1176367,1.809152691551549,16.1795180674,164.7126014786537,13.22656077725748,0.126323336992957,0.117230611878969,0.0,0.6480280612244897,-75.3971483,0.304645560203342,0.577928278825979,72323.3544945,8.823525102484604,2.732843265851856,2.120099983864589,52.2531166,15.1805687,649800.0,0.0
180703040501.0,0.0,3.9440081,92.50999985393086,0.227141823470352,12.6426306,0.148355647066759,0.000496584003213,327.96405029296875,536.5302168623818,0.506901659555637,0.525496309305694,0.0,0.677953125,-116.6366862,0.2554383930917978,0.8510817562718225,57978.8230179,6.922537336961678,0.307829584787014,1.334220103733974,2.0775623,8.0332413,2700.0,76.7313004
170603061103.0,41.5770378,14.6044989,87.74000004898899,0.118113668794386,17.5755444,0.022721863417164,17.4237429872,293.05717257795663,181.7099965346892,0.40525622553118,0.614989479737834,0.200096,0.6683103448275862,-116.7343121,0.2835174608843883,0.5554287995836844,67641.5217174,2.678037630194888,0.757061836527529,0.524428030646752,9.6588392,46.6105461,121500.0,7.8865752
70802090803.0,55.5193748,12.5404024,17.96000002015058,0.083767111581024,11.5313606,0.217775511262768,22.6967890882,278.89305965457345,276.3402949439973,0.366501888623084,0.322220343906917,0.082428,0.2173672566371681,-91.538867,0.4041371849161467,0.6673907300035964,88195.5702133,14.662475876185871,3.248986109803128,2.611467512119356,30.0457363,14.7765923,0.0,0.0938196
20502040301.0,10.6305704,70.2677383,83.80999988108017,0.219101540547517,7.2569027,0.18757209483883,57.9585185215,222.1074695462495,23.50031893894188,0.294918553066874,0.324318312489383,0.009179,0.6454787581699347,-77.3116199,0.20336487958197,0.64593372823194,87229.1673804,11.393366825359376,2.72783967634914,2.824425070928042,55.6169853,1.2494471,9900.0,0.0331712
102901030107.0,25.3221207,15.408741,2.76061416e-07,0.096773700699387,13.2601681,2.218447246606523,4.88494324123,540.4614436528454,227.85860955078184,0.127822898122993,0.311518340183356,0.0,0.288431506849315,-94.6883817,0.4790890382253023,0.7526142814228071,86930.3998882,10.453722062331646,3.382496171301035,3.088261977460215,40.3700294,2.3718779,395100.0,0.1258094
