HUC_12,pred,pred_proba,LAT,LONG
101500031203.0,1,0.3059427563618761,42.4890907,-102.601242
101500031501.0,1,0.3352657735576978,42.863227,-102.0123863
101500040602.0,1,0.06516501895575941,43.0664271,-100.8901557
101500040603.0,1,0.14840592755472423,42.9782703,-100.9611666
101500040607.0,1,0.06861664983755905,42.8993521,-100.6168299
101500040801.0,1,0.47554033953368813,42.7344015,-100.4190804
101500041202.0,0,0.03542902301921936,42.5934198,-99.9500355
101500041203.0,0,0.021606611421372577,42.5815165,-99.8564828
101500060101.0,1,0.08924890355321591,43.1378961,-100.710579
101500060102.0,1,0.07743881320210204,43.2103907,-100.678631
101500060201.0,1,0.1720184944105149,43.0440826,-100.6170225
101500060303.0,1,0.11717329774422666,42.9977433,-100.2173529
101500060402.0,1,0.10217585792221326,43.2266117,-100.2508458
101500060403.0,1,0.07594841252245432,43.1967848,-100.3135271
101500060404.0,1,0.1400366802066867,43.0751209,-100.4450234
101500060407.0,0,0.03268457896446693,43.1636664,-100.1911005
101500070101.0,0,0.0575418008995576,42.6335477,-99.0803045
101500070601.0,0,0.060088455328569546,42.4633006,-98.4837721
101500070602.0,0,0.04534595135644359,42.5394585,-98.4223573
101600010209.0,1,0.29689226610551966,47.6856747,-99.1368205
101600020205.0,1,0.15649399165989306,47.3769456,-99.3034815
101600030602.0,1,0.5179350801976292,46.6586894,-98.4881796
101600030804.0,1,0.20658966086683447,46.3501476,-98.2907468
101600040202.0,1,0.11499600964272431,46.3703505,-98.6816691
101600040402.0,1,0.07263186371527405,46.0803044,-98.4001366
101702030602.0,0,0.05645589028590581,44.0235301,-96.6285591
101800020508.0,0,0.03196655559339583,41.2236913,-106.7561744
101800020606.0,1,0.0751086916687107,41.5242797,-106.7599209
101800060502.0,0,0.04011554927791699,42.4709589,-108.0676947
101800080905.0,0,0.05840048468018353,42.4642106,-105.1162137
101800081004.0,0,0.05077184440103083,42.2550166,-104.9132748
101800081102.0,1,0.14656428106147457,42.4665497,-104.7465231
101800090104.0,1,0.167240542917733,42.2603986,-104.4620777
101800090105.0,1,0.1486451662612388,42.1414906,-104.4238927
101800090206.0,1,0.08165801781944454,42.4905993,-104.2544568
101800090401.0,1,0.11462215290998862,42.0936661,-104.2725479
101800090402.0,1,0.17517999946769502,41.9827687,-104.1451582
101800090502.0,1,0.07986680728330166,41.8411615,-104.6459741
101800090503.0,1,0.5708571961236718,41.8689295,-104.7415667
101800090505.0,1,0.0992041907333805,41.9654876,-104.6784462
101800090508.0,1,0.16919591159295994,41.9580503,-104.4008768
