HUC_12,target,pred,pred_proba,LAT,LONG
31102060302.0,0,0,0.006687961564461576,29.8099876,-82.3721505
30502010504.0,0,0,0.006975587853460882,33.1305621,-80.1798888
180400120303.0,0,0,0.008392890107909444,38.4043295,-120.503242
170102140502.0,0,0,0.027209528541657844,48.0005547,-117.0373032
110100110404.0,0,0,0.011481578359852194,36.4158835,-91.159373
160300060404.0,0,0,0.02864058056678639,37.6109052,-113.095705
31300100704.0,0,0,0.006231153643636486,30.8424677,-84.8685052
140401060403.0,0,0,0.045964251941231465,41.0240257,-109.7681489
41000020406.0,0,0,0.05851249053006337,42.0433847,-83.7475346
100800010504.0,0,0,0.021095671729914573,43.3348696,-109.4832373
110200030404.0,0,0,0.03028523829735808,38.5196351,-104.7268409
170800050902.0,0,0,0.017566042619164057,46.4917774,-122.9366524
20403010104.0,0,0,0.01796659706084027,40.1948355,-74.0781201
180201260302.0,0,0,0.026701972723322306,39.0418953,-121.2154106
20301050301.0,0,0,0.01369482237492041,40.3847264,-74.8131808
50800010805.0,0,0,0.025839437542398803,40.0255673,-84.2265693
102200040104.0,0,0,0.011841825426454806,42.3092724,-97.1267911
140801060803.0,0,0,0.014674916068359856,35.8092971,-108.255116
180201280604.0,0,0,0.01430688759480224,38.8261607,-121.0769499
160102040201.0,0,0,0.03205152164107656,42.1857201,-112.3970231
180102100207.0,0,0,0.017299301864208683,41.2900126,-123.1057423
50701010506.0,0,0,0.00969671587531057,37.6863445,-81.845105
40500040308.0,0,0,0.02567932708474834,42.4468898,-84.5790233
20402020601.0,0,0,0.01163567547602653,39.9645445,-75.4127725
150200150204.0,0,0,0.04550671003124511,35.1305952,-111.5690135
170402160303.0,0,0,0.02405767635946672,43.9237527,-112.8560003
110701070104.0,0,0,0.015323443777713086,36.66409,-96.2900848
121101030206.0,0,0,0.03129446351115897,28.5627423,-99.8682295
101302040403.0,0,0,0.03229826564311969,46.3640612,-102.3377646
70102030505.0,0,0,0.010794567531612228,45.4078112,-93.8264307
130301020608.0,0,1,0.10097103345410545,32.3006601,-106.8410851
150200180507.0,0,1,0.08000603644396659,36.2063256,-110.9679348
30300030604.0,0,0,0.014044412914206819,35.5166812,-79.3336489
110100020302.0,0,0,0.01163844761812224,37.0686349,-93.4815791
101800020604.0,0,1,0.06555375939950275,41.4492877,-106.798934
180902071108.0,1,1,0.7854963125377719,34.8874215,-117.2895009
160300060502.0,0,0,0.034693126428816716,37.7377255,-113.1902068
110300090206.0,0,0,0.035694497179161476,37.839491,-99.1029401
100800090204.0,0,0,0.0183660392586704,43.9827441,-109.0330184
101900130104.0,0,0,0.0522595316472622,39.577695,-103.8305015
60300030401.0,0,0,0.011653063132775072,35.334675,-86.1356106
30502060402.0,0,0,0.006619884176558314,32.7041834,-80.1932882
50702020106.0,0,0,0.0112840689860614,37.3075092,-81.9900387
50100010201.0,0,0,0.01412789808850788,41.8726699,-78.0208469
10400020802.0,1,1,0.8117358370867418,44.1782359,-70.2722076
170501150102.0,1,1,0.930740913446634,43.8527886,-116.9856674
71401070602.0,0,0,0.014684729493900029,37.3417281,-89.6809445
102200030502.0,0,0,0.019929882696086074,41.7806434,-97.1661567
121101050302.0,0,0,0.021505159257565524,28.074376,-99.3334334
160501010302.0,0,0,0.02458621484790392,38.8735436,-119.942084
150602010607.0,0,1,0.09083773134109659,35.2182826,-112.9789082
20402030503.0,0,0,0.014326063479566248,40.355839,-75.7302639
100800050102.0,0,0,0.03422921082752642,43.4594169,-108.9581435
111101030501.0,0,0,0.009798952223988584,36.2656414,-94.4392225
101800080401.0,0,0,0.02174901030180919,42.6503097,-105.293892
171100130301.0,0,0,0.03459558857037299,47.3321182,-122.003683
60300030404.0,0,0,0.009947564776535547,35.2941108,-86.1531986
110902030301.0,0,0,0.011272420000246025,35.1345367,-97.1783245
20802060603.0,0,0,0.00987542733806743,37.403258,-76.8608465
50100050703.0,0,0,0.023672820845771863,41.3116922,-79.3287012
20700041103.0,0,0,0.010442215911700277,39.5900526,-77.8833941
30502010302.0,0,0,0.009625115721716255,33.188388,-79.7326516
100800160401.0,0,0,0.017797912269221894,45.3429498,-107.3861197
102001010902.0,0,0,0.0462408820172674,40.6199363,-99.607104
70102060202.0,0,0,0.019314353643645168,45.1749041,-93.2327575
70802011102.0,0,0,0.023638185280558402,42.7594257,-92.4046356
170603060107.0,0,0,0.0190729817498311,46.2202356,-116.1385201
160502010504.0,1,1,0.6434381738190307,39.0692896,-119.7126071
30401030406.0,1,1,0.5574069829855441,35.7050532,-80.0070518
170701030506.0,0,0,0.016634009353422345,45.6145662,-118.6826377
80302070300.0,0,0,0.01421741986233971,34.1062345,-90.6061627
20501070109.0,0,0,0.012198750676400026,41.3961464,-75.6627106
100800020103.0,0,0,0.026101874218668487,42.9992954,-109.0267192
20600030104.0,0,0,0.020188230023575903,39.5227061,-76.2972125
20402030201.0,0,0,0.018848543060103425,40.7557588,-76.1825605
20501061407.0,0,0,0.01243219640604235,41.4909059,-75.80323
10700030601.0,0,0,0.015211136080879884,43.1924713,-71.7213694
80802050303.0,0,0,0.005987799590796184,30.518638,-93.5367598
20401060810.0,0,0,0.013680947106792051,40.6905981,-75.3825465
171100110103.0,1,1,0.6227186738650494,47.98705,-122.0297441
102300060206.0,0,0,0.02288235504640235,41.1369079,-95.9278999
150100090605.0,0,1,0.06377805684071344,37.0193484,-113.5270334
101202030103.0,0,0,0.025367602796636555,44.4297657,-104.3207991
31102040101.0,0,0,0.006927010436735432,31.6996702,-83.7045619
41401020303.0,0,0,0.026544623635096555,43.8812829,-75.7911174
170402061003.0,0,0,0.04857270939085311,42.7928137,-112.723026
120500050405.0,0,0,0.022006333176375965,34.2224695,-101.9132544
160102020703.0,0,0,0.03635090924401357,41.8598888,-111.8528319
30502060101.0,0,0,0.0062086169617257304,33.3354198,-80.8400488
20801090504.0,0,0,0.011468679400188732,38.446403,-75.7576248
31401050403.0,0,0,0.012463916784490298,30.374277,-87.3150018
102901060902.0,0,0,0.01035480835857568,37.6182356,-93.9073713
150702030202.0,1,1,0.6825368174396266,32.2661074,-112.7710487
150301030407.0,0,1,0.07670542432901299,34.9071139,-114.1331342
80802010303.0,0,0,0.011803029314952434,30.5337019,-92.2488388
20600040203.0,0,0,0.009520835087165197,38.9919525,-76.4791496
121002030302.0,0,0,0.009444606673330854,29.8840645,-98.0238732
160300040103.0,0,0,0.03350038763677391,39.6116047,-111.5952606
121002030102.0,0,0,0.012267307608152346,30.0973846,-98.5361579
31102040106.0,0,0,0.008553475570524905,31.3822878,-83.5708144
102200030204.0,0,0,0.013272398693500671,41.9030643,-97.1205775
170501220107.0,1,1,0.6345271448823694,43.9276534,-116.1622141
140500040102.0,0,0,0.023883316063269662,41.5013244,-107.397306
160600110708.0,0,1,0.06603989594464237,38.2770299,-116.989648
140100040703.0,0,0,0.023408573120102454,39.0679701,-107.1944151
31002050502.0,0,0,0.012529498535949498,28.0802393,-82.3465808
180101100702.0,0,0,0.02667504986661867,38.4464044,-122.6250471
180300060803.0,0,0,0.034734529531989154,36.2021042,-119.135886
30902040905.0,0,0,0.01508262192236409,26.273744,-81.3111797
130100020609.0,0,0,0.03669244866483337,37.3584247,-105.5994163
30201030203.0,0,0,0.008266706606697493,35.7181617,-77.6116079
31002010303.0,0,0,0.029581758498406496,26.879783,-82.2729181
20503050503.0,0,0,0.019959865439696585,40.0437491,-77.2698411
50800030107.0,0,1,0.09068287193484215,39.8594443,-85.11889
170502010104.0,1,1,0.7675784849428352,44.3524254,-117.0647964
40500012207.0,0,0,0.02833058222803841,41.7104483,-86.3012252
31402030801.0,0,0,0.008078679976898852,30.7660524,-85.6689977
101800100601.0,0,0,0.016518491188973767,41.2602491,-106.188608
30300020101.0,0,0,0.01027042258009618,36.1532876,-79.9732829
71401010802.0,0,0,0.017294101382551202,38.1830773,-90.5110965
180703010103.0,0,0,0.01630732404853975,33.6302855,-117.6009753
50800012003.0,0,0,0.051455272775550974,40.0084457,-84.0594507
170402130708.0,0,0,0.05616621967145263,42.2998919,-114.6938709
101800120610.0,0,1,0.1227164995853839,41.7652397,-104.096918
40302022004.0,0,0,0.008623294052300398,44.1146109,-89.201575
120702040106.0,0,0,0.0175588528985531,30.7997125,-97.4956215
30501040405.0,0,0,0.01085145211543473,33.9913908,-80.5772897
30501091102.0,0,0,0.01123499244672216,33.9837018,-81.8367309
170200140104.0,1,1,0.7125974669375624,47.8282802,-119.0575936
30300050701.0,0,0,0.0077912711369646495,34.0515388,-78.0335019
80302060106.0,1,1,0.5318388374184171,33.44297,-90.1385451
10900020102.0,0,0,0.02365822776317996,42.1113792,-70.8099867
120500020409.0,0,0,0.041098655083635346,34.1614428,-102.630763
150601050202.0,0,0,0.03770812897606632,34.2646263,-110.9661689
160202030405.0,0,0,0.05143908211152648,40.4451587,-111.4992915
160203060806.0,0,0,0.03462973070220459,39.9297183,-113.9572807
102901090306.0,0,0,0.009279273607777387,37.9081553,-92.4145413
101401010301.0,0,0,0.0290201676766934,44.4086598,-100.3972742
31102030201.0,0,0,0.009198816769491223,31.4383703,-83.4588088
71300040101.0,0,0,0.03929450854168,40.5409187,-88.4488985
170602100105.0,0,0,0.019348336700741348,44.9505302,-116.2376138
101600061011.0,0,0,0.04427017260880378,44.3704218,-98.3064462
71300110207.0,0,0,0.01726234869989213,39.9348954,-90.7980021
170501130201.0,0,0,0.03518239259904631,43.5214584,-114.7045139
110100140403.0,0,0,0.009090454169254816,35.6579674,-92.3689545
20302010103.0,0,0,0.012707872192084153,40.8348548,-73.6256452
140801041005.0,0,1,0.11548129081560213,36.821679,-108.0481013
102400090703.0,0,0,0.046659360032244204,40.7093873,-95.0390082
180702010001.0,0,0,0.03521999389551972,33.7658257,-117.9794497
170402091105.0,0,0,0.036291558709573755,42.8263915,-113.9054368
180902080707.0,1,1,0.8174383717224761,34.6794119,-117.3197573
111203010303.0,0,0,0.012583849729499505,35.5110999,-100.8623833
150302030108.0,0,0,0.06112815557487866,34.4639942,-112.6446977
170501030507.0,1,1,0.8971554855739275,43.3767184,-116.5660095
100500160101.0,0,0,0.027755253680716952,48.7573907,-106.3061909
181002040401.0,0,1,0.1241828028330873,32.7201239,-115.1574123
102200030802.0,0,0,0.012139103722946033,41.9173912,-96.6510037
180600060705.0,0,0,0.027003588046194155,35.084082,-120.649705
130202030201.0,0,0,0.020524937739779214,35.0807508,-106.3548735
150803010304.0,1,1,0.657596491700352,31.5918905,-109.7099119
110600060607.0,0,0,0.01196043876960919,36.552257,-96.7775346
180400011803.0,0,0,0.025503083603803496,37.3328975,-120.5752347
120301020206.0,0,0,0.010492982735357235,32.7703403,-97.8088332
170402120102.0,0,0,0.030316093195057053,42.7726658,-114.1200165
171100190706.0,0,0,0.03214964801381753,47.6455082,-122.6593952
180102070405.0,0,0,0.032912967621038895,41.4866963,-122.2677035
80402051003.0,0,0,0.009572124149190892,32.7912518,-91.9429544
11000010704.0,0,0,0.011784128329259364,41.6528262,-71.9860444
70200010105.0,0,0,0.04114493857719969,45.7141578,-97.1486888
10801060401.0,0,0,0.01406245894642218,43.3980814,-72.0481924
180201260501.0,0,0,0.02840151478253643,38.9788553,-121.3895702
71200020401.0,0,0,0.03985895065732631,40.9935236,-87.2756925
30902050204.0,0,0,0.014741213570828467,26.7573717,-81.2430138
160600080200.0,0,0,0.04320188609865072,38.842456,-114.4700032
11000020201.0,0,0,0.016189688781145826,41.9433266,-72.0550583
150200130308.0,1,1,0.7489701874665249,35.8212567,-110.3466768
170601090102.0,0,0,0.018050990739132387,47.0977995,-117.066192
71000040601.0,0,0,0.012590345496566955,42.5899478,-94.1117275
101301030805.0,0,0,0.053271453145050704,46.8266844,-99.9222605
150502030901.0,0,0,0.056518400991198973,32.8685276,-110.8255374
180600070105.0,0,0,0.03621535066584411,34.680796,-119.3323004
80102040402.0,0,0,0.013582344359878573,36.0846469,-89.3592815
30501010603.0,0,0,0.015285671007244423,35.68235,-81.9142999
100700060905.0,0,0,0.01771882728434581,45.1534503,-109.3854288
180300122401.0,1,1,0.8138712431038427,36.0941051,-119.8689723
